"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012M","B08303_012MA","B08303_012EA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","762","117","null","null","12","19","null","null","42","30","null","null","47","null","33","null","45","null","22","null","164","null","72","null","0","11","null","null","87","null","38","null","17","null","22","null","16","null","21","null","180","null","60","null","111","54","null","null","41","null","23","null",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","411","97","null","null","16","25","null","null","19","20","null","null","17","null","19","null","84","null","41","null","41","null","30","null","16","26","null","null","68","null","43","null","21","null","23","null","0","null","11","null","48","null","38","null","54","39","null","null","27","null","30","null",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","221","71","null","null","0","11","null","null","13","21","null","null","0","null","11","null","20","null","31","null","11","null","16","null","33","32","null","null","78","null","47","null","0","null","11","null","0","null","11","null","54","null","42","null","7","15","null","null","5","null","8","null",
"1400000US17031835700","Census Tract 8357, Cook County, Illinois","16","24","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","16","null","24","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","618","144","null","null","10","12","null","null","33","32","null","null","68","null","51","null","21","null","21","null","72","null","41","null","55","50","null","null","128","null","73","null","17","null","16","null","44","null","39","null","107","null","56","null","40","33","null","null","23","null","28","null",
"1400000US17031835900","Census Tract 8359, Cook County, Illinois","1010","229","null","null","24","28","null","null","28","33","null","null","177","null","113","null","93","null","62","null","157","null","74","null","48","39","null","null","110","null","59","null","0","null","11","null","19","null","21","null","190","null","107","null","116","86","null","null","48","null","67","null",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","1012","135","null","null","0","11","null","null","12","13","null","null","64","null","40","null","133","null","72","null","34","null","23","null","28","22","null","null","202","null","75","null","40","null","44","null","111","null","58","null","60","null","42","null","172","90","null","null","156","null","77","null",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","671","157","null","null","0","11","null","null","41","36","null","null","51","null","40","null","81","null","47","null","99","null","53","null","35","33","null","null","66","null","38","null","42","null","39","null","0","null","11","null","84","null","41","null","119","66","null","null","53","null","35","null",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","440","154","null","null","22","19","null","null","136","60","null","null","90","null","41","null","78","null","63","null","40","null","33","null","0","11","null","null","19","null","23","null","3","null","5","null","5","null","6","null","19","null","20","null","25","32","null","null","3","null","4","null",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","645","104","null","null","2","5","null","null","23","30","null","null","67","null","41","null","119","null","56","null","128","null","59","null","12","10","null","null","62","null","43","null","19","null","16","null","16","null","15","null","40","null","27","null","79","35","null","null","78","null","46","null",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","1306","175","null","null","0","11","null","null","54","43","null","null","62","null","42","null","224","null","77","null","159","null","75","null","73","57","null","null","242","null","93","null","9","null","14","null","58","null","43","null","184","null","100","null","177","83","null","null","64","null","47","null",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","516","145","null","null","0","11","null","null","22","24","null","null","47","null","40","null","17","null","17","null","36","null","28","null","5","8","null","null","195","null","93","null","0","null","11","null","10","null","15","null","84","null","49","null","69","49","null","null","31","null","35","null",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","1151","233","null","null","0","11","null","null","11","17","null","null","176","null","88","null","80","null","56","null","103","null","68","null","65","49","null","null","152","null","101","null","0","null","11","null","65","null","49","null","204","null","128","null","282","112","null","null","13","null","21","null",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","803","168","null","null","0","11","null","null","4","6","null","null","102","null","58","null","131","null","70","null","230","null","76","null","12","13","null","null","110","null","57","null","14","null","15","null","27","null","25","null","96","null","46","null","66","41","null","null","11","null","13","null",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","464","121","null","null","0","11","null","null","0","11","null","null","37","null","44","null","71","null","56","null","116","null","77","null","0","11","null","null","111","null","75","null","26","null","27","null","41","null","44","null","36","null","34","null","26","27","null","null","0","null","11","null",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","368","98","null","null","0","11","null","null","0","11","null","null","65","null","35","null","47","null","31","null","52","null","33","null","14","14","null","null","70","null","41","null","3","null","6","null","13","null","21","null","16","null","16","null","68","53","null","null","20","null","24","null",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","597","104","null","null","2","4","null","null","59","39","null","null","66","null","42","null","31","null","33","null","76","null","43","null","45","33","null","null","120","null","63","null","17","null","22","null","0","null","11","null","39","null","31","null","66","41","null","null","76","null","48","null",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","665","138","null","null","0","11","null","null","13","15","null","null","90","null","54","null","64","null","49","null","56","null","43","null","63","42","null","null","109","null","54","null","18","null","18","null","61","null","44","null","80","null","48","null","89","53","null","null","22","null","23","null",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","734","137","null","null","0","11","null","null","60","51","null","null","73","null","48","null","50","null","35","null","108","null","61","null","24","18","null","null","165","null","69","null","0","null","11","null","12","null","14","null","194","null","93","null","36","36","null","null","12","null","12","null",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","707","150","null","null","0","11","null","null","0","11","null","null","102","null","62","null","151","null","84","null","26","null","25","null","0","11","null","null","135","null","65","null","24","null","33","null","23","null","28","null","20","null","26","null","169","88","null","null","57","null","65","null",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","1237","252","null","null","0","11","null","null","43","39","null","null","125","null","77","null","170","null","85","null","310","null","151","null","46","51","null","null","197","null","91","null","7","null","11","null","57","null","43","null","87","null","70","null","174","71","null","null","21","null","25","null",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","1029","195","null","null","38","51","null","null","61","46","null","null","68","null","51","null","115","null","75","null","173","null","81","null","45","50","null","null","152","null","93","null","23","null","26","null","79","null","94","null","208","null","107","null","60","58","null","null","7","null","13","null",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","644","114","null","null","7","12","null","null","44","33","null","null","121","null","66","null","75","null","54","null","124","null","71","null","9","13","null","null","79","null","34","null","0","null","11","null","56","null","35","null","62","null","52","null","57","39","null","null","10","null","15","null",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","826","168","null","null","91","55","null","null","84","39","null","null","95","null","46","null","162","null","80","null","98","null","52","null","26","26","null","null","113","null","58","null","0","null","11","null","20","null","17","null","85","null","51","null","44","31","null","null","8","null","12","null",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","690","92","null","null","6","12","null","null","31","17","null","null","107","null","48","null","214","null","59","null","98","null","52","null","42","26","null","null","65","null","30","null","15","null","17","null","21","null","19","null","62","null","27","null","15","13","null","null","14","null","17","null",
