"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes",
"1400000US17031840100","Census Tract 8401, Cook County, Illinois","1538","247","null","null","0","12","null","null","98","null","71","null","209","null","155","null","75","null","54","null","304","null","117","null","85","null","55","null","277","103","null","null","66","57","null","null","57","null","40","null","163","null","73","null","129","null","63","null","75","null","49","null",
"1400000US17031840200","Census Tract 8402, Cook County, Illinois","821","121","null","null","0","12","null","null","25","null","22","null","100","null","49","null","92","null","51","null","124","null","60","null","84","null","51","null","156","60","null","null","8","11","null","null","0","null","12","null","154","null","57","null","49","null","39","null","29","null","29","null",
"1400000US17031840300","Census Tract 8403, Cook County, Illinois","1639","315","null","null","3","5","null","null","92","null","89","null","116","null","81","null","392","null","136","null","203","null","83","null","52","null","46","null","367","119","null","null","0","12","null","null","43","null","46","null","123","null","64","null","173","null","88","null","75","null","61","null",
"1400000US17031840400","Census Tract 8404, Cook County, Illinois","1540","450","null","null","106","123","null","null","38","null","32","null","42","null","31","null","213","null","151","null","248","null","158","null","49","null","41","null","440","244","null","null","46","45","null","null","60","null","47","null","188","null","89","null","100","null","61","null","10","null","18","null",
"1400000US17031840700","Census Tract 8407, Cook County, Illinois","1960","609","null","null","0","12","null","null","150","null","98","null","107","null","85","null","288","null","156","null","307","null","329","null","22","null","35","null","366","217","null","null","19","30","null","null","111","null","138","null","248","null","143","null","328","null","174","null","14","null","22","null",
"1400000US17031840800","Census Tract 8408, Cook County, Illinois","1227","255","null","null","21","31","null","null","7","null","25","null","149","null","128","null","120","null","65","null","74","null","55","null","0","null","12","null","373","157","null","null","31","38","null","null","117","null","65","null","126","null","69","null","190","null","116","null","19","null","28","null",
"1400000US17031841000","Census Tract 8410, Cook County, Illinois","592","110","null","null","0","12","null","null","21","null","18","null","73","null","53","null","140","null","52","null","73","null","41","null","22","null","23","null","162","67","null","null","4","7","null","null","38","null","29","null","42","null","36","null","17","null","17","null","0","null","12","null",
"1400000US17031841100","Census Tract 8411, Cook County, Illinois","2994","554","null","null","92","123","null","null","164","null","109","null","190","null","103","null","424","null","236","null","325","null","183","null","172","null","109","null","743","283","null","null","74","97","null","null","103","null","130","null","427","null","201","null","142","null","94","null","138","null","183","null",
"1400000US17031841200","Census Tract 8412, Cook County, Illinois","1984","343","null","null","0","12","null","null","0","null","12","null","150","null","138","null","260","null","120","null","391","null","192","null","53","null","42","null","373","131","null","null","30","35","null","null","200","null","112","null","342","null","121","null","151","null","103","null","34","null","52","null",
"1400000US17031841300","Census Tract 8413, Cook County, Illinois","2192","354","null","null","0","12","null","null","93","null","74","null","41","null","47","null","266","null","182","null","361","null","191","null","176","null","99","null","559","159","null","null","95","47","null","null","183","null","126","null","237","null","117","null","113","null","83","null","68","null","94","null",
"1400000US17031841500","Census Tract 8415, Cook County, Illinois","559","136","null","null","0","12","null","null","0","null","12","null","16","null","22","null","33","null","31","null","61","null","50","null","8","null","12","null","240","102","null","null","22","24","null","null","27","null","34","null","80","null","44","null","47","null","42","null","25","null","25","null",
"1400000US17031841700","Census Tract 8417, Cook County, Illinois","364","131","null","null","0","12","null","null","30","null","34","null","6","null","9","null","62","null","45","null","67","null","55","null","8","null","13","null","17","27","null","null","14","16","null","null","59","null","61","null","40","null","36","null","40","null","31","null","21","null","33","null",
"1400000US17031841800","Census Tract 8418, Cook County, Illinois","870","165","null","null","0","12","null","null","7","null","12","null","54","null","61","null","99","null","58","null","125","null","65","null","34","null","28","null","100","52","null","null","34","31","null","null","123","null","80","null","112","null","63","null","130","null","77","null","52","null","39","null",
"1400000US17031841900","Census Tract 8419, Cook County, Illinois","2114","288","null","null","192","120","null","null","172","null","72","null","269","null","121","null","448","null","156","null","282","null","114","null","89","null","55","null","223","118","null","null","84","60","null","null","74","null","55","null","146","null","54","null","51","null","48","null","84","null","79","null",
"1400000US17031842000","Census Tract 8420, Cook County, Illinois","715","161","null","null","52","41","null","null","165","null","93","null","143","null","88","null","41","null","26","null","71","null","32","null","11","null","14","null","112","46","null","null","20","20","null","null","26","null","28","null","19","null","27","null","41","null","32","null","14","null","14","null",
"1400000US17031842100","Census Tract 8421, Cook County, Illinois","2953","726","null","null","34","55","null","null","98","null","112","null","239","null","265","null","173","null","128","null","241","null","181","null","389","null","292","null","431","242","null","null","213","137","null","null","235","null","179","null","367","null","218","null","497","null","431","null","36","null","54","null",
"1400000US17031842200","Census Tract 8422, Cook County, Illinois","1971","286","null","null","149","168","null","null","22","null","34","null","141","null","81","null","326","null","139","null","163","null","91","null","136","null","74","null","482","187","null","null","80","58","null","null","50","null","53","null","254","null","104","null","168","null","83","null","0","null","12","null",
"1400000US17031842300","Census Tract 8423, Cook County, Illinois","1928","399","null","null","12","19","null","null","75","null","89","null","230","null","160","null","365","null","111","null","448","null","179","null","37","null","37","null","216","97","null","null","65","47","null","null","233","null","157","null","143","null","78","null","85","null","49","null","19","null","23","null",
"1400000US17031842400","Census Tract 8424, Cook County, Illinois","1002","253","null","null","0","12","null","null","0","null","12","null","47","null","43","null","186","null","143","null","65","null","76","null","86","null","90","null","264","178","null","null","18","27","null","null","17","null","28","null","78","null","90","null","157","null","106","null","84","null","90","null",
"1400000US17031842500","Census Tract 8425, Cook County, Illinois","610","183","null","null","0","12","null","null","11","null","17","null","0","null","12","null","43","null","51","null","53","null","65","null","25","null","23","null","183","92","null","null","0","12","null","null","0","null","12","null","112","null","104","null","162","null","86","null","21","null","21","null",
"1400000US17031842600","Census Tract 8426, Cook County, Illinois","1989","270","null","null","12","20","null","null","84","null","40","null","163","null","114","null","129","null","66","null","398","null","120","null","92","null","43","null","466","120","null","null","92","77","null","null","123","null","84","null","13","null","20","null","307","null","177","null","110","null","73","null",
"1400000US17031842800","Census Tract 8428, Cook County, Illinois","2252","517","null","null","12","21","null","null","72","null","79","null","147","null","134","null","223","null","137","null","388","null","209","null","76","null","74","null","404","200","null","null","56","67","null","null","29","null","45","null","411","null","199","null","404","null","341","null","30","null","44","null",
"1400000US17031842900","Census Tract 8429, Cook County, Illinois","1164","212","null","null","0","12","null","null","0","null","12","null","130","null","126","null","173","null","59","null","297","null","100","null","123","null","91","null","77","100","null","null","29","41","null","null","4","null","7","null","147","null","123","null","160","null","117","null","24","null","42","null",
"1400000US17031843000","Census Tract 8430, Cook County, Illinois","610","150","null","null","0","12","null","null","30","null","23","null","0","null","12","null","81","null","61","null","124","null","68","null","24","null","27","null","95","66","null","null","0","12","null","null","0","null","12","null","121","null","72","null","91","null","64","null","44","null","33","null",
"1400000US17031843100","Census Tract 8431, Cook County, Illinois","499","158","null","null","9","12","null","null","45","null","33","null","18","null","23","null","39","null","30","null","75","null","44","null","71","null","67","null","114","64","null","null","28","26","null","null","10","null","11","null","37","null","63","null","10","null","14","null","43","null","39","null",
