"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"1400000US17031839800","Census Tract 8398, Cook County, Illinois","1415","206","null","null","750","191","null","null","580","null","170","null","170","102","null","null","130","74","null","null","30","43","null","null","0","11","null","null","5","9","null","null","5","10","null","null","400","143","null","null","200","116","null","null","0","11","null","null","200","73","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","112","56","null","null","90","49","null","null","8","13","null","null","55","53","null","null",
"1400000US17031839900","Census Tract 8399, Cook County, Illinois","2219","246","null","null","1593","265","null","null","1316","null","230","null","277","138","null","null","193","133","null","null","75","60","null","null","0","11","null","null","9","15","null","null","0","11","null","null","352","142","null","null","194","115","null","null","0","11","null","null","93","58","null","null","65","49","null","null","0","null","11","null","0","11","null","null","10","16","null","null","64","49","null","null","56","51","null","null","22","25","null","null","122","77","null","null",
"1400000US17031840000","Census Tract 8400, Cook County, Illinois","1458","173","null","null","1083","163","null","null","891","null","149","null","192","88","null","null","130","76","null","null","62","73","null","null","0","11","null","null","0","11","null","null","0","11","null","null","282","125","null","null","79","64","null","null","0","11","null","null","203","105","null","null","0","11","null","null","0","null","11","null","10","16","null","null","0","11","null","null","7","13","null","null","45","34","null","null","5","8","null","null","26","31","null","null",
"1400000US17031840100","Census Tract 8401, Cook County, Illinois","1484","246","null","null","928","214","null","null","634","null","175","null","294","99","null","null","178","98","null","null","52","41","null","null","36","44","null","null","13","19","null","null","15","23","null","null","335","117","null","null","146","71","null","null","0","11","null","null","189","91","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","86","75","null","null","104","69","null","null","20","23","null","null","11","16","null","null",
"1400000US17031840200","Census Tract 8402, Cook County, Illinois","1165","147","null","null","773","133","null","null","583","null","125","null","190","81","null","null","119","70","null","null","28","24","null","null","38","44","null","null","0","11","null","null","5","8","null","null","235","92","null","null","94","49","null","null","0","11","null","null","127","83","null","null","14","21","null","null","0","null","11","null","0","11","null","null","5","8","null","null","9","10","null","null","71","44","null","null","35","33","null","null","37","24","null","null",
"1400000US17031840300","Census Tract 8403, Cook County, Illinois","1703","271","null","null","1006","189","null","null","794","null","172","null","212","98","null","null","141","71","null","null","30","36","null","null","31","31","null","null","10","15","null","null","0","11","null","null","567","198","null","null","229","99","null","null","0","11","null","null","276","148","null","null","62","98","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","20","30","null","null","53","63","null","null","57","52","null","null",
"1400000US17031840400","Census Tract 8404, Cook County, Illinois","1285","170","null","null","834","199","null","null","610","null","156","null","224","128","null","null","90","63","null","null","0","11","null","null","52","53","null","null","82","90","null","null","0","11","null","null","334","147","null","null","91","78","null","null","0","11","null","null","233","147","null","null","0","11","null","null","10","null","16","null","0","11","null","null","0","11","null","null","10","14","null","null","75","58","null","null","0","11","null","null","32","30","null","null",
"1400000US17031840700","Census Tract 8407, Cook County, Illinois","1510","262","null","null","958","226","null","null","559","null","142","null","399","174","null","null","219","113","null","null","42","67","null","null","57","53","null","null","32","27","null","null","49","56","null","null","300","124","null","null","115","89","null","null","32","36","null","null","145","72","null","null","8","13","null","null","0","null","11","null","0","11","null","null","0","11","null","null","29","35","null","null","41","34","null","null","63","51","null","null","119","91","null","null",
"1400000US17031840800","Census Tract 8408, Cook County, Illinois","1127","174","null","null","761","127","null","null","556","null","119","null","205","84","null","null","60","38","null","null","40","31","null","null","66","52","null","null","23","24","null","null","16","21","null","null","156","70","null","null","110","49","null","null","0","11","null","null","35","29","null","null","11","13","null","null","0","null","11","null","0","11","null","null","0","11","null","null","18","26","null","null","123","89","null","null","28","30","null","null","41","30","null","null",
"1400000US17031841000","Census Tract 8410, Cook County, Illinois","503","84","null","null","312","80","null","null","274","null","72","null","38","35","null","null","28","28","null","null","10","18","null","null","0","11","null","null","0","11","null","null","0","11","null","null","163","67","null","null","76","36","null","null","0","11","null","null","73","51","null","null","14","20","null","null","0","null","11","null","0","11","null","null","0","11","null","null","3","4","null","null","7","10","null","null","0","11","null","null","18","20","null","null",
"1400000US17031841100","Census Tract 8411, Cook County, Illinois","3087","404","null","null","1645","359","null","null","1074","null","310","null","571","234","null","null","295","167","null","null","77","86","null","null","116","114","null","null","13","33","null","null","70","82","null","null","422","181","null","null","193","149","null","null","0","15","null","null","219","126","null","null","10","20","null","null","0","null","15","null","0","15","null","null","0","15","null","null","19","29","null","null","728","223","null","null","124","113","null","null","149","122","null","null",
"1400000US17031841200","Census Tract 8412, Cook County, Illinois","2476","286","null","null","1207","234","null","null","1106","null","223","null","101","73","null","null","44","52","null","null","20","33","null","null","37","43","null","null","0","15","null","null","0","15","null","null","773","213","null","null","143","76","null","null","0","15","null","null","603","185","null","null","27","37","null","null","0","null","15","null","52","53","null","null","0","15","null","null","62","63","null","null","195","108","null","null","94","74","null","null","93","57","null","null",
