"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031831800","Census Tract 8318, Cook County, Illinois","1086","87","null","null","-","**","**","-","884","70","null","null","1162","69","null","null","1306","null","154","null","-","-","**","**","-","**","**","-",
"1400000US17031831900","Census Tract 8319, Cook County, Illinois","1790","191","null","null","906","144","null","null","1479","136","null","null","2033","257","null","null","2308","null","176","null","2075","null","900","null","-","**","**","-",
"1400000US17031832000","Census Tract 8320, Cook County, Illinois","1866","164","null","null","864","24","null","null","1367","360","null","null","2031","203","null","null","2378","null","288","null","-","-","**","**","-","**","**","-",
"1400000US17031832100","Census Tract 8321, Cook County, Illinois","1263","156","null","null","993","113","null","null","1183","103","null","null","1623","358","null","null","2683","null","171","null","-","-","**","**","-","**","**","-",
"1400000US17031832200","Census Tract 8322, Cook County, Illinois","1485","151","null","null","-","**","**","-","1357","206","null","null","1542","256","null","null","1813","null","463","null","-","-","**","**","-","**","**","-",
"1400000US17031832300","Census Tract 8323, Cook County, Illinois","1880","127","null","null","1354","577","null","null","1628","126","null","null","1928","203","null","null","2767","null","105","null","-","-","**","**","-","**","**","-",
"1400000US17031832400","Census Tract 8324, Cook County, Illinois","1780","79","null","null","-","**","**","-","1217","811","null","null","1719","89","null","null","2156","null","270","null","-","-","**","**","3281","1453","null","null",
"1400000US17031832500","Census Tract 8325, Cook County, Illinois","1819","532","null","null","-","**","**","-","472","160","null","null","2243","181","null","null","3044","null","533","null","-","-","**","**","-","**","**","-",
"1400000US17031832600","Census Tract 8326, Cook County, Illinois","2186","120","null","null","-","**","**","-","1854","177","null","null","2286","148","null","null","3048","null","512","null","3150","null","1052","null","-","**","**","-",
"1400000US17031832900","Census Tract 8329, Cook County, Illinois","1684","127","null","null","-","**","**","-","1595","348","null","null","1584","226","null","null","1744","null","230","null","-","-","**","**","-","**","**","-",
"1400000US17031833000","Census Tract 8330, Cook County, Illinois","2391","265","null","null","1854","252","null","null","2039","195","null","null","3271","377","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031833100","Census Tract 8331, Cook County, Illinois","2316","276","null","null","2333","753","null","null","2384","328","null","null","2295","697","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031833300","Census Tract 8333, Cook County, Illinois","1631","171","null","null","1677","123","null","null","2440","459","null","null","1609","182","null","null","1697","null","272","null","1038","null","206","null","-","**","**","-",
"1400000US17031833900","Census Tract 8339, Cook County, Illinois","806","60","null","null","-","**","**","-","752","253","null","null","824","107","null","null","845","null","97","null","835","null","479","null","-","**","**","-",
"1400000US17031834000","Census Tract 8340, Cook County, Illinois","1133","38","null","null","-","**","**","-","-","**","**","-","1075","49","null","null","1213","null","74","null","-","-","**","**","-","**","**","-",
"1400000US17031834200","Census Tract 8342, Cook County, Illinois","986","61","null","null","-","**","**","-","-","**","**","-","989","121","null","null","1102","null","190","null","-","-","**","**","-","**","**","-",
"1400000US17031834300","Census Tract 8343, Cook County, Illinois","798","45","null","null","684","289","null","null","768","33","null","null","930","80","null","null","1700","null","292","null","-","-","**","**","-","**","**","-",
"1400000US17031834400","Census Tract 8344, Cook County, Illinois","1264","117","null","null","-","**","**","-","653","405","null","null","1184","310","null","null","1392","null","167","null","1643","null","167","null","-","**","**","-",
"1400000US17031834500","Census Tract 8345, Cook County, Illinois","1049","84","null","null","-","**","**","-","950","241","null","null","991","206","null","null","1071","null","97","null","-","-","**","**","-","**","**","-",
"1400000US17031834600","Census Tract 8346, Cook County, Illinois","721","94","null","null","-","**","**","-","312","85","null","null","832","127","null","null","742","null","252","null","-","-","**","**","-","**","**","-",
"1400000US17031834700","Census Tract 8347, Cook County, Illinois","923","68","null","null","-","**","**","-","244","216","null","null","730","235","null","null","1031","null","133","null","-","-","**","**","-","**","**","-",
"1400000US17031834800","Census Tract 8348, Cook County, Illinois","661","190","null","null","-","**","**","-","301","81","null","null","798","112","null","null","1047","null","206","null","-","-","**","**","-","**","**","-",
"1400000US17031834900","Census Tract 8349, Cook County, Illinois","800","131","null","null","200","116","null","null","291","89","null","null","845","74","null","null","1112","null","291","null","-","-","**","**","-","**","**","-",
"1400000US17031835000","Census Tract 8350, Cook County, Illinois","817","68","null","null","656","322","null","null","644","49","null","null","822","65","null","null","1137","null","88","null","-","-","**","**","-","**","**","-",
"1400000US17031835100","Census Tract 8351, Cook County, Illinois","876","406","null","null","-","**","**","-","774","20","null","null","724","85","null","null","1482","null","255","null","-","-","**","**","-","**","**","-",
"1400000US17031835200","Census Tract 8352, Cook County, Illinois","790","74","null","null","-","**","**","-","770","13","null","null","1030","129","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031835500","Census Tract 8355, Cook County, Illinois","550","108","null","null","-","**","**","-","290","72","null","null","1060","472","null","null","1038","null","570","null","-","-","**","**","-","**","**","-",
"1400000US17031835600","Census Tract 8356, Cook County, Illinois","682","157","null","null","-","**","**","-","564","321","null","null","598","220","null","null","793","null","385","null","-","-","**","**","-","**","**","-",
"1400000US17031835700","Census Tract 8357, Cook County, Illinois","1039","904","null","null","-","**","**","-","-","**","**","-","1184","437","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031835800","Census Tract 8358, Cook County, Illinois","1219","302","null","null","-","**","**","-","1033","564","null","null","1042","262","null","null","1509","null","381","null","1803","null","231","null","-","**","**","-",
"1400000US17031835900","Census Tract 8359, Cook County, Illinois","469","423","null","null","239","104","null","null","292","36","null","null","719","362","null","null","1337","null","241","null","-","-","**","**","-","**","**","-",
"1400000US17031836000","Census Tract 8360, Cook County, Illinois","1156","114","null","null","-","**","**","-","-","**","**","-","1046","116","null","null","1385","null","249","null","-","-","**","**","-","**","**","-",
"1400000US17031836100","Census Tract 8361, Cook County, Illinois","907","326","null","null","-","**","**","-","590","167","null","null","1075","106","null","null","1188","null","819","null","1433","null","700","null","2070","1536","null","null",
"1400000US17031836200","Census Tract 8362, Cook County, Illinois","1354","505","null","null","-","**","**","-","-","**","**","-","1271","640","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031836300","Census Tract 8363, Cook County, Illinois","1129","148","null","null","675","105","null","null","1161","78","null","null","1172","274","null","null","2098","null","1094","null","2679","null","301","null","-","**","**","-",
"1400000US17031836400","Census Tract 8364, Cook County, Illinois","657","305","null","null","289","59","null","null","367","111","null","null","713","157","null","null","931","null","352","null","-","-","**","**","-","**","**","-",
"1400000US17031836500","Census Tract 8365, Cook County, Illinois","972","46","null","null","-","**","**","-","942","34","null","null","959","78","null","null","1076","null","188","null","-","-","**","**","-","**","**","-",
"1400000US17031836600","Census Tract 8366, Cook County, Illinois","993","264","null","null","274","212","null","null","773","53","null","null","1107","61","null","null","1123","null","128","null","-","-","**","**","-","**","**","-",
"1400000US17031836700","Census Tract 8367, Cook County, Illinois","937","84","null","null","245","61","null","null","425","196","null","null","919","94","null","null","1137","null","106","null","-","-","**","**","-","**","**","-",
"1400000US17031836800","Census Tract 8368, Cook County, Illinois","748","365","null","null","228","46","null","null","520","229","null","null","969","213","null","null","1362","null","202","null","-","-","**","**","-","**","**","-",
"1400000US17031836900","Census Tract 8369, Cook County, Illinois","777","166","null","null","723","58","null","null","670","94","null","null","779","685","null","null","1087","null","144","null","-","-","**","**","-","**","**","-",
"1400000US17031837000","Census Tract 8370, Cook County, Illinois","777","173","null","null","247","177","null","null","534","467","null","null","1255","507","null","null","1111","null","538","null","1673","null","358","null","-","**","**","-",
"1400000US17031837100","Census Tract 8371, Cook County, Illinois","870","165","null","null","732","169","null","null","245","238","null","null","1132","79","null","null","1303","null","107","null","-","-","**","**","-","**","**","-",
"1400000US17031837300","Census Tract 8373, Cook County, Illinois","1162","90","null","null","-","**","**","-","-","**","**","-","1076","163","null","null","1168","null","134","null","1560","null","251","null","-","**","**","-",
"1400000US17031837400","Census Tract 8374, Cook County, Illinois","925","83","null","null","-","**","**","-","841","79","null","null","964","121","null","null","994","null","178","null","1074","null","365","null","-","**","**","-",
"1400000US17031837800","Census Tract 8378, Cook County, Illinois","1237","162","null","null","-","**","**","-","1090","184","null","null","1464","250","null","null","1111","null","279","null","1841","null","1799","null","-","**","**","-",
"1400000US17031838000","Census Tract 8380, Cook County, Illinois","484","58","null","null","413","68","null","null","404","61","null","null","1537","322","null","null","1337","null","311","null","-","-","**","**","-","**","**","-",
"1400000US17031838100","Census Tract 8381, Cook County, Illinois","470","118","null","null","342","112","null","null","350","46","null","null","1138","749","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031838200","Census Tract 8382, Cook County, Illinois","1144","187","null","null","-","**","**","-","1005","135","null","null","1212","351","null","null","1438","null","555","null","-","-","**","**","-","**","**","-",
"1400000US17031838300","Census Tract 8383, Cook County, Illinois","1531","180","null","null","1236","851","null","null","1809","243","null","null","1168","341","null","null","1018","null","386","null","-","-","**","**","-","**","**","-",
"1400000US17031838600","Census Tract 8386, Cook County, Illinois","813","190","null","null","-","**","**","-","295","127","null","null","1059","186","null","null","1070","null","216","null","833","null","517","null","-","**","**","-",
"1400000US17031838700","Census Tract 8387, Cook County, Illinois","1023","80","null","null","-","**","**","-","-","**","**","-","1019","97","null","null","1125","null","183","null","-","-","**","**","-","**","**","-",
"1400000US17031838800","Census Tract 8388, Cook County, Illinois","505","142","null","null","-","**","**","-","-","**","**","-","405","171","null","null","939","null","177","null","-","-","**","**","-","**","**","-",
"1400000US17031839000","Census Tract 8390, Cook County, Illinois","2081","95","null","null","1871","431","null","null","1982","153","null","null","2378","177","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031839100","Census Tract 8391, Cook County, Illinois","2020","112","null","null","1796","184","null","null","1917","96","null","null","2328","124","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031839200","Census Tract 8392, Cook County, Illinois","823","104","null","null","-","**","**","-","910","254","null","null","873","191","null","null","1639","null","701","null","-","-","**","**","-","**","**","-",
"1400000US17031839500","Census Tract 8395, Cook County, Illinois","274","45","null","null","177","36","null","null","259","35","null","null","1490","564","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
